CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType,CompanyName,OwnsHouse
4491,675,Kaitlyn,Rivera,1968-02-03,Single,Female,kaitlyn55@adventure-works.com,"70000,00",2,2,Grado,Manual calificado,0,9748 Sutherland Dr,197-555-0170,2004-01-05,Person,No Company Entered,No
4492,466,Shannon,Li,1968-04-23,Single,Female,shannon3@adventure-works.com,"70000,00",2,2,Grado,Manual calificado,1,5243 Harmony Way,757-555-0175,2003-01-01,Person,No Company Entered,Yes
4493,642,Grace,Long,1968-10-19,Single,Female,grace57@adventure-works.com,"70000,00",2,2,Grado,Manual calificado,1,2135 St. Paul Way,702-555-0149,2003-01-07,Person,No Company Entered,Yes
4494,500,Eric,Chen,1968-09-19,Married,Male,eric33@adventure-works.com,"70000,00",2,2,Grado,Manual calificado,1,1986 St. Andrews Way,647-555-0159,2003-01-01,Person,No Company Entered,Yes
4495,701,Anna,Ross,1968-11-14,Single,Female,anna28@adventure-works.com,"70000,00",2,2,Grado,Manual calificado,1,2775 Heather Leaf Ln.,742-555-0145,2003-08-30,Person,No Company Entered,No
4496,610,Craig,Alonso,1967-05-18,Married,Male,craig9@adventure-works.com,"40000,00",5,5,Bachillerato,Manual calificado,2,7136 Almond Drive,941-555-0118,2004-07-01,Person,No Company Entered,Yes
4497,469,Kelli,Goel,1967-09-08,Single,Female,kelli42@adventure-works.com,"40000,00",5,5,Bachillerato,Manual calificado,2,143 Pecan Pl.,539-555-0126,2003-09-06,Person,No Company Entered,Yes
4498,670,Katelyn,Phillips,1967-03-05,Married,Female,katelyn28@adventure-works.com,"40000,00",0,0,Grado,Profesional,1,6084 Norris Court,119-555-0157,2003-01-03,Person,No Company Entered,No
4499,695,Alexandra,Washington,1970-02-08,Married,Female,alexandra36@adventure-works.com,"60000,00",1,0,Máster,Profesional,0,8595 Central Avenue,314-555-0177,2003-08-24,Person,No Company Entered,Yes
4500,694,Robert,Thomas,1970-12-24,Married,Male,robert69@adventure-works.com,"70000,00",3,0,Máster,Profesional,0,5619 Ida Drive,160-555-0199,2003-01-10,Person,No Company Entered,Yes
4501,445,Keith,Raji,1970-01-25,Married,Male,keith25@adventure-works.com,"70000,00",4,0,Máster,Profesional,0,7248 Holiday Hills Dr.,207-555-0133,2003-01-23,Person,No Company Entered,Yes
4502,469,Justin,Simmons,1970-06-21,Married,Male,justin12@adventure-works.com,"70000,00",4,0,Máster,Profesional,0,1046 San Carlos Avenue,655-555-0194,2003-01-30,Person,No Company Entered,Yes
4503,620,Nathaniel,Howard,1967-10-19,Single,Male,nathaniel12@adventure-works.com,"40000,00",0,0,Grado,Profesional,1,91 Yukon St.,351-555-0158,2003-01-16,Person,No Company Entered,No
4504,694,Caitlin,James,1967-08-26,Single,Female,caitlin6@adventure-works.com,"50000,00",2,2,Grado,Manual calificado,1,8022 Muy Verde,409-555-0189,2003-01-08,Person,No Company Entered,Yes
4505,495,Jared,James,1967-04-02,Single,Male,jared1@adventure-works.com,"50000,00",2,2,Grado,Manual calificado,1,4655 Dubhe Court,149-555-0166,2003-11-20,Person,No Company Entered,No
4506,703,Gabriella,Bailey,1967-02-07,Single,Female,gabriella14@adventure-works.com,"50000,00",2,2,Grado,Manual calificado,1,3004 Zulu Court,802-555-0186,2003-12-25,Person,No Company Entered,No
4507,445,Evan,Sanders,1966-03-27,Single,Male,evan3@adventure-works.com,"60000,00",0,0,Máster,Profesional,0,6743 E. Leland,381-555-0126,2003-01-24,Person,No Company Entered,Yes
4508,571,Hailey,Campbell,1966-09-28,Married,Female,hailey49@adventure-works.com,"60000,00",0,0,Máster,Profesional,0,3908 Alaska Drive,343-555-0181,2003-08-01,Person,No Company Entered,Yes
4509,507,Megan,Brooks,1966-08-08,Married,Female,megan47@adventure-works.com,"60000,00",0,0,Máster,Profesional,0,3284 S. Bascom Avenue,170-555-0165,2004-01-24,Person,No Company Entered,Yes
4510,575,Zachary,Washington,1966-02-23,Married,Male,zachary12@adventure-works.com,"60000,00",0,0,Máster,Profesional,0,5718 Janin Pl,259-555-0187,2003-09-16,Person,No Company Entered,Yes
4511,580,Ernest,She,1966-10-24,Married,Male,ernest21@adventure-works.com,"70000,00",5,0,Máster,Profesional,0,6091 Bluefish Lane,984-555-0124,2004-02-23,Person,No Company Entered,Yes
4512,550,Haley,Kelly,1969-02-11,Married,Female,haley18@adventure-works.com,"60000,00",2,0,Máster,Profesional,0,7132 Rainier Dr.,118-555-0143,2003-10-17,Person,No Company Entered,Yes
4513,577,Jose,Hayes,1969-08-01,Married,Male,jose17@adventure-works.com,"70000,00",5,0,Máster,Profesional,0,3141 Jabber Place,599-555-0171,2004-04-25,Person,No Company Entered,Yes
4514,678,Madeline,Perez,1969-10-20,Single,Female,madeline12@adventure-works.com,"70000,00",5,5,Máster,Profesional,2,734 Mt. Tamalpais Place,772-555-0115,2004-02-17,Person,No Company Entered,Yes
4515,566,Angela,Ramirez,1969-05-19,Single,Female,angela33@adventure-works.com,"70000,00",5,5,Máster,Profesional,2,995 Roundtree Place,517-555-0166,2003-11-28,Person,No Company Entered,Yes
4516,575,Carlos,Wright,1969-04-10,Married,Male,carlos49@adventure-works.com,"70000,00",5,5,Máster,Profesional,2,360 Vista Way,243-555-0132,2004-06-02,Person,No Company Entered,Yes
4517,610,Shaun,Raje,1969-10-18,Married,Male,shaun15@adventure-works.com,"70000,00",5,5,Máster,Profesional,2,2063 Trafalgar Circle,180-555-0189,2004-01-04,Person,No Company Entered,Yes
4518,547,Thomas,Edwards,1969-01-22,Single,Male,thomas38@adventure-works.com,"80000,00",3,0,Máster,Profesional,0,5322 Mitchell Canyon Rd.,986-555-0119,2003-01-02,Person,No Company Entered,Yes
4519,560,Richard,Bryant,1969-09-12,Married,Male,richard73@adventure-works.com,"80000,00",3,0,Máster,Profesional,0,292 Shangri-la Rd.,642-555-0119,2003-01-17,Person,No Company Entered,Yes
4520,580,Jennifer,Evans,1921-11-10,Married,Female,jennifer4@adventure-works.com,"10000,00",4,0,Bachillerato parcial,Clerical,2,600 Lake Place,944-555-0134,2003-10-29,Person,No Company Entered,No
4521,619,Desiree,Navarro,1965-06-19,Single,Female,desiree6@adventure-works.com,"40000,00",0,0,Grado,Profesional,1,611 Hilltop Dr.,489-555-0112,2003-01-08,Person,No Company Entered,No
4522,582,Kathryn,Deng,1965-05-25,Single,Female,kathryn1@adventure-works.com,"80000,00",3,3,Grado,Manual calificado,3,2748 Pine St.,493-555-0166,2003-02-04,Person,No Company Entered,Yes
4523,536,Ethan,Russell,1965-09-07,Married,Male,ethan16@adventure-works.com,"60000,00",0,0,Máster,Profesional,0,5533 Fremont Street,487-555-0194,2004-02-18,Person,No Company Entered,Yes
4524,508,Jonathan,Yang,1964-02-08,Single,Male,jonathan26@adventure-works.com,"40000,00",0,0,Grado,Profesional,1,1481 Bent Street,114-555-0137,2003-02-08,Person,No Company Entered,Yes
4525,644,Dalton,Stone,1964-09-15,Married,Male,dalton0@adventure-works.com,"50000,00",4,4,Grado,Manual calificado,2,3989 Terrace Drive,184-555-0165,2003-11-22,Person,No Company Entered,Yes
4526,443,Marie,Gonzalez,1964-02-12,Single,Female,marie20@adventure-works.com,"50000,00",4,4,Grado,Manual calificado,3,2431 Keith Court,622-555-0192,2003-02-02,Person,No Company Entered,Yes
4527,571,Isabelle,Flores,1964-06-19,Single,Female,isabelle11@adventure-works.com,"50000,00",4,2,Grado,Manual calificado,2,926 Morning Way,342-555-0196,2003-08-24,Person,No Company Entered,No
4528,494,Megan,Rivera,1964-04-08,Single,Female,megan37@adventure-works.com,"50000,00",4,2,Grado,Manual calificado,2,9265 La Paz,114-555-0120,2003-02-14,Person,No Company Entered,No
4529,660,Lucas,Ramirez,1963-04-07,Married,Male,lucas79@adventure-works.com,"60000,00",4,2,Grado,Profesional,2,6587 B Way,907-555-0153,2003-02-20,Person,No Company Entered,Yes
4530,507,Jason,Allen,1963-07-05,Married,Male,jason50@adventure-works.com,"60000,00",4,2,Grado,Profesional,2,16 Woodside Court,151-555-0119,2003-02-06,Person,No Company Entered,Yes
4531,550,Madison,Johnson,1963-04-03,Single,Female,madison1@adventure-works.com,"60000,00",4,2,Grado,Profesional,2,9171 Driftwood Court,294-555-0150,2004-06-18,Person,No Company Entered,No
4532,436,Calvin,Raji,1963-06-14,Married,Male,calvin20@adventure-works.com,"60000,00",4,2,Grado,Profesional,2,5509 Newcastle Road,230-555-0191,2003-02-06,Person,No Company Entered,Yes
4533,610,Marshall,Jai,1963-02-04,Single,Male,marshall32@adventure-works.com,"60000,00",4,2,Grado,Profesional,2,5009 Orange Street,598-555-0177,2003-02-28,Person,No Company Entered,Yes
4534,689,Anna,Richardson,1968-09-09,Single,Female,anna14@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,7008 Mines Road,114-555-0184,2004-02-20,Person,No Company Entered,No
4535,536,Steven,Bell,1963-09-22,Single,Male,steven23@adventure-works.com,"70000,00",4,2,Grado,Profesional,2,5134 Red Leaf,972-555-0116,2003-02-06,Person,No Company Entered,Yes
4536,445,Jordan,Scott,1963-11-01,Married,Male,jordan69@adventure-works.com,"70000,00",4,2,Grado,Profesional,2,7032 Clyde Street,411-555-0116,2003-02-24,Person,No Company Entered,Yes
4537,499,Victoria,Thomas,1963-08-13,Married,Female,victoria12@adventure-works.com,"60000,00",3,2,Máster,Profesional,0,194 Hoover Court,531-555-0149,2004-01-26,Person,No Company Entered,Yes
4538,633,Destiny,Peterson,1963-01-23,Married,Female,destiny40@adventure-works.com,"60000,00",3,2,Máster,Profesional,0,8634 Forte Way,528-555-0180,2003-02-06,Person,No Company Entered,Yes
4539,488,Luis,Lal,1963-08-28,Single,Male,luis29@adventure-works.com,"60000,00",3,2,Máster,Profesional,0,9039 Blocking Ct.,863-555-0195,2003-02-26,Person,No Company Entered,No
4540,584,Raul,Goel,1962-01-23,Single,Male,raul17@adventure-works.com,"70000,00",1,0,Grado,Profesional,1,8634 Forte Way,230-555-0150,2004-04-15,Person,No Company Entered,No
4541,445,Randall,Ortega,1962-04-08,Single,Male,randall24@adventure-works.com,"70000,00",1,0,Grado,Profesional,1,5513 Cortes,739-555-0117,2003-02-24,Person,No Company Entered,No
4542,527,Zoe,Morris,1962-04-07,Single,Female,zoe17@adventure-works.com,"70000,00",1,0,Grado,Profesional,1,734 Balboa Ct.,260-555-0117,2004-02-23,Person,No Company Entered,No
4543,443,Andrea,Baker,1962-04-22,Single,Female,andrea38@adventure-works.com,"70000,00",1,0,Grado,Profesional,1,6688 Las Quebrados Ln.,680-555-0125,2003-02-21,Person,No Company Entered,No
4544,671,Emma,Flores,1962-03-26,Single,Female,emma58@adventure-works.com,"70000,00",1,0,Grado,Profesional,1,6235 Bayview Cr,239-555-0133,2003-10-17,Person,No Company Entered,Yes
4545,633,Thomas,Brown,1962-12-14,Married,Male,thomas64@adventure-works.com,"70000,00",1,0,Grado parcial,Manual calificado,1,3966 Bonifacio,868-555-0117,2003-10-30,Person,No Company Entered,Yes
4546,610,Jennifer,Rivera,1961-02-10,Married,Female,jennifer62@adventure-works.com,"40000,00",4,3,Bachillerato,Manual calificado,2,7515 Royal Oak Rd.,574-555-0134,2004-01-17,Person,No Company Entered,Yes
4547,703,Robert,Jenkins,1961-05-21,Married,Male,robert20@adventure-works.com,"40000,00",4,3,Bachillerato,Manual calificado,3,9972 San Miguel Rd,875-555-0192,2004-06-20,Person,No Company Entered,Yes
4548,472,Cassidy,Wood,1961-10-06,Married,Female,cassidy2@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,4058 First Ave,241-555-0163,2003-02-18,Person,No Company Entered,Yes
4549,707,Morgan,Brooks,1960-09-12,Married,Female,morgan67@adventure-works.com,"40000,00",4,2,Bachillerato,Manual calificado,2,8309 Colonial Way,621-555-0156,2003-02-26,Person,No Company Entered,Yes
4550,467,Richard,Davis,1967-06-06,Single,Male,richard45@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,9363 Vista Bonita,790-555-0114,2003-07-15,Person,No Company Entered,No
4551,442,Orlando,Alonso,1967-05-21,Single,Male,orlando8@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,7355 Macarthur Avenue,230-555-0162,2004-06-01,Person,No Company Entered,No
4552,597,Kaylee,Gray,1967-07-06,Single,Female,kaylee4@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,4022 H Pine Creek Way,550-555-0185,2003-02-23,Person,No Company Entered,Yes
4553,522,Tyler,Lewis,1967-07-01,Single,Male,tyler21@adventure-works.com,"50000,00",0,0,Grado parcial,Manual calificado,1,9 Serrana Ct.,711-555-0186,2003-02-20,Person,No Company Entered,No
4554,443,Ivan,Lopez,1967-06-11,Single,Male,ivan13@adventure-works.com,"60000,00",0,0,Máster,Profesional,1,4029 The Alameda,381-555-0111,2003-02-21,Person,No Company Entered,No
4555,470,Zoe,Bailey,1967-09-02,Single,Female,zoe14@adventure-works.com,"60000,00",0,0,Máster,Profesional,1,8904 La Salle Ave,789-555-0182,2003-03-07,Person,No Company Entered,No
4556,527,Hailey,Barnes,1960-10-23,Married,Female,hailey24@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,71 Westwood Lane,688-555-0181,2003-03-20,Person,No Company Entered,Yes
4557,695,Dylan,Davis,1960-05-15,Married,Male,dylan32@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,5082 Longview Road,619-555-0160,2003-09-04,Person,No Company Entered,Yes
4558,520,Nathaniel,Murphy,1960-08-14,Married,Male,nathaniel16@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,105 Woodruff Ln.,222-555-0198,2003-03-09,Person,No Company Entered,Yes
4559,537,Hailey,Morris,1960-04-01,Married,Female,hailey1@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,3902 Gary Drive,859-555-0122,2003-03-05,Person,No Company Entered,Yes
4560,467,Devin,Flores,1959-05-26,Married,Male,devin51@adventure-works.com,"60000,00",5,4,Grado,Profesional,1,5812 Pepperridge Pl.,116-555-0111,2003-08-16,Person,No Company Entered,Yes
4561,442,Gabrielle,Gray,1959-03-21,Married,Female,gabrielle15@adventure-works.com,"60000,00",5,4,Grado,Profesional,1,3450 Breck Court,960-555-0132,2003-11-12,Person,No Company Entered,Yes
4562,500,Angel,Young,1959-01-28,Single,Male,angel40@adventure-works.com,"60000,00",4,3,Grado,Profesional,0,5097 Bourton Ct.,757-555-0174,2003-03-05,Person,No Company Entered,Yes
4563,442,Kaitlyn,James,1959-10-21,Single,Female,kaitlyn63@adventure-works.com,"60000,00",4,3,Grado,Profesional,0,3478 Liana Lane,134-555-0148,2003-03-29,Person,No Company Entered,Yes
4564,495,Luke,Lopez,1959-07-14,Married,Male,luke44@adventure-works.com,"60000,00",4,3,Grado,Profesional,0,6139 Deermeadow Way,333-555-0137,2004-04-07,Person,No Company Entered,Yes
4565,550,Eduardo,Hughes,1959-02-25,Married,Male,eduardo56@adventure-works.com,"60000,00",4,3,Grado,Profesional,1,7751 Mendocino Dr.,184-555-0150,2003-11-29,Person,No Company Entered,No
4566,627,Kyle,Mitchell,1959-02-07,Single,Male,kyle40@adventure-works.com,"70000,00",2,0,Máster,Profesional,1,673 Hawes St.,199-555-0111,2003-03-02,Person,No Company Entered,Yes
4567,668,Aaron,Foster,1959-09-25,Married,Male,aaron15@adventure-works.com,"70000,00",2,0,Máster,Profesional,1,4461 Centennial Way,477-555-0181,2004-01-08,Person,No Company Entered,Yes
4568,467,Carmen,Madan,1959-06-24,Married,Female,carmen10@adventure-works.com,"80000,00",4,0,Máster,Profesional,0,7682 Vista,134-555-0143,2004-01-23,Person,No Company Entered,Yes
4569,633,Aaron,Hayes,1958-01-11,Married,Male,aaron22@adventure-works.com,"80000,00",1,0,Grado parcial,Manual calificado,1,5274 Holbrook Dr,193-555-0161,2003-03-29,Person,No Company Entered,Yes
4570,580,Morgan,Ward,1958-02-26,Married,Female,morgan60@adventure-works.com,"80000,00",1,0,Grado parcial,Manual calificado,1,5186 Oeffler Ln.,971-555-0169,2003-03-20,Person,No Company Entered,Yes
4571,552,Brianna,Powell,1958-08-12,Single,Female,brianna54@adventure-works.com,"60000,00",3,2,Grado,Profesional,1,4016 Boyd,228-555-0193,2003-03-26,Person,No Company Entered,No
4572,695,Angel,Allen,1958-09-10,Single,Male,angel39@adventure-works.com,"60000,00",1,0,Grado,Profesional,1,9209 Mendocino Drive,179-555-0124,2003-08-01,Person,No Company Entered,Yes
4573,665,Anna,Garcia,1958-03-19,Married,Female,anna54@adventure-works.com,"60000,00",1,0,Grado,Profesional,1,6477 Willow Pass Rd.,128-555-0133,2004-01-04,Person,No Company Entered,Yes
4574,677,Thomas,Wilson,1958-08-25,Single,Male,thomas67@adventure-works.com,"70000,00",5,4,Grado,Profesional,2,6853 Hacienda,466-555-0174,2004-04-07,Person,No Company Entered,No
4575,570,Carlos,Peterson,1958-01-21,Single,Male,carlos6@adventure-works.com,"70000,00",5,4,Grado,Profesional,2,7907 Eagle Peak Road,823-555-0169,2004-07-10,Person,No Company Entered,No
4576,487,Alvin,Ye,1968-07-13,Married,Male,alvin9@adventure-works.com,"60000,00",2,2,Grado,Profesional,1,570 Guerrero,1 (11) 500 555-0110,2003-05-02,Person,No Company Entered,Yes
4577,512,Carly,Raje,1970-09-19,Single,Female,carly13@adventure-works.com,"80000,00",4,4,Máster,Administración,1,2391 Pepper Place,1 (11) 500 555-0127,2003-05-27,Person,No Company Entered,Yes
4578,518,Mayra,Malhotra,1970-02-25,Married,Female,mayra4@adventure-works.com,"80000,00",4,4,Máster,Administración,1,5623 Detroit Ave.,1 (11) 500 555-0164,2003-10-06,Person,No Company Entered,Yes
4579,656,Diane,Gill,1970-08-20,Married,Female,diane18@adventure-works.com,"80000,00",4,4,Máster,Administración,1,6163 Craig Drive,1 (11) 500 555-0119,2003-05-14,Person,No Company Entered,Yes
4580,493,Brittany,Coleman,1968-01-05,Single,Female,brittany5@adventure-works.com,"60000,00",2,2,Grado,Profesional,1,8198 Lynwood Drive,1 (11) 500 555-0164,2003-08-13,Person,No Company Entered,Yes
4581,471,Ruben,Raman,1968-02-24,Married,Male,ruben13@adventure-works.com,"60000,00",2,2,Grado,Profesional,1,7317 Cortes,1 (11) 500 555-0115,2003-05-01,Person,No Company Entered,Yes
4582,510,Toni,Perez,1968-04-27,Single,Female,toni22@adventure-works.com,"60000,00",2,2,Grado,Profesional,1,2444 North Ranchford,1 (11) 500 555-0184,2004-02-10,Person,No Company Entered,Yes
4583,632,Jeffery,Cai,1968-07-21,Married,Male,jeffery21@adventure-works.com,"60000,00",2,2,Grado,Profesional,1,7379 Cambelback Place,1 (11) 500 555-0138,2003-05-31,Person,No Company Entered,Yes
4584,679,Lindsey,Xu,1968-09-28,Single,Female,lindsey5@adventure-works.com,"70000,00",5,5,Grado,Profesional,3,6107 Westwood Dr,1 (11) 500 555-0198,2003-12-04,Person,No Company Entered,Yes
4585,534,Christy,Raji,1967-04-17,Married,Female,christy39@adventure-works.com,"70000,00",5,5,Grado,Profesional,3,6374 St. Germain Lane,1 (11) 500 555-0197,2003-09-27,Person,No Company Entered,Yes
4586,706,Roy,Garcia,1967-03-09,Married,Male,roy15@adventure-works.com,"70000,00",5,5,Grado,Profesional,3,9850 Martindale,1 (11) 500 555-0164,2003-05-25,Person,No Company Entered,Yes
4587,599,Victor,Blanco,1969-08-27,Married,Male,victor16@adventure-works.com,"110000,00",1,0,Máster,Administración,0,8837 Paris Lane,1 (11) 500 555-0198,2003-05-30,Person,No Company Entered,Yes
4588,471,Jessica,Ward,1969-10-14,Married,Female,jessica15@adventure-works.com,"110000,00",1,0,Máster,Administración,1,7420 Lilac Circle,1 (11) 500 555-0139,2003-05-22,Person,No Company Entered,Yes
4589,634,Kristy,Alvarez,1969-07-07,Married,Female,kristy5@adventure-works.com,"110000,00",1,0,Máster,Administración,1,5493 Roskelley Drive,1 (11) 500 555-0114,2003-05-06,Person,No Company Entered,Yes
4590,637,Gilbert,He,1969-04-15,Married,Male,gilbert16@adventure-works.com,"110000,00",1,0,Máster,Administración,1,2823 La Orinda Pl.,1 (11) 500 555-0119,2003-05-30,Person,No Company Entered,Yes
4591,656,Marshall,Wu,1969-03-27,Married,Male,marshall6@adventure-works.com,"120000,00",1,0,Máster,Administración,0,8977 Woodhaven Lane,1 (11) 500 555-0144,2003-05-28,Person,No Company Entered,Yes
4592,692,Darren,Srini,1969-09-22,Single,Male,darren11@adventure-works.com,"120000,00",1,0,Máster,Administración,2,4618 Olive Hill,1 (11) 500 555-0147,2003-05-05,Person,No Company Entered,Yes
4593,509,Janet,Moreno,1967-04-07,Married,Female,janet11@adventure-works.com,"70000,00",5,5,Grado,Profesional,4,3870 Grand Ct.,1 (11) 500 555-0127,2003-08-06,Person,No Company Entered,Yes
4594,493,Naomi,Martin,1967-09-19,Married,Female,naomi0@adventure-works.com,"70000,00",5,5,Grado,Profesional,4,89 Ancona Ct.,1 (11) 500 555-0176,2003-09-05,Person,No Company Entered,Yes
4595,634,Joanna,Carlson,1967-03-09,Single,Female,joanna17@adventure-works.com,"80000,00",5,5,Máster,Administración,2,7530 St. Francis St.,1 (11) 500 555-0177,2004-06-26,Person,No Company Entered,Yes
4596,655,Andre,Sanchez,1966-02-05,Married,Male,andre19@adventure-works.com,"90000,00",0,0,Grado,Profesional,0,4697 Mt. Dell,1 (11) 500 555-0167,2003-05-01,Person,No Company Entered,Yes
4597,554,Gilbert,Goel,1966-01-02,Single,Male,gilbert39@adventure-works.com,"90000,00",2,0,Grado,Profesional,0,3637 Pheasant Circle,1 (11) 500 555-0149,2003-05-28,Person,No Company Entered,Yes
4598,697,Terry,Raji,1966-02-06,Married,Male,terry23@adventure-works.com,"90000,00",2,0,Grado,Profesional,0,9397 N. 8th St.,1 (11) 500 555-0163,2003-05-22,Person,No Company Entered,Yes
4599,553,Tanya,Rubio,1965-10-21,Single,Female,tanya18@adventure-works.com,"60000,00",3,3,Grado,Profesional,1,3478 Liana Lane,1 (11) 500 555-0112,2004-03-22,Person,No Company Entered,Yes
4600,680,Darryl,Ma,1965-05-21,Single,Male,darryl15@adventure-works.com,"60000,00",3,3,Grado,Profesional,2,3432 White Pl.,1 (11) 500 555-0141,2003-10-21,Person,No Company Entered,Yes
4601,425,Josue,Dominguez,1968-11-02,Married,Male,josue1@adventure-works.com,"70000,00",5,5,Grado,Profesional,4,9754 Olivera,1 (11) 500 555-0192,2003-05-03,Person,No Company Entered,Yes
4602,596,Naomi,Moreno,1968-08-12,Married,Female,naomi6@adventure-works.com,"70000,00",5,5,Grado,Profesional,4,918 Park Lane,1 (11) 500 555-0136,2003-05-26,Person,No Company Entered,Yes
4603,692,Warren,Wu,1968-01-18,Single,Male,warren23@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,4785 Scott Street,1 (11) 500 555-0119,2003-12-24,Person,No Company Entered,No
4604,534,Philip,Blanco,1964-09-05,Married,Male,philip15@adventure-works.com,"60000,00",3,3,Grado,Profesional,2,4249 Heights Ave.,1 (11) 500 555-0128,2003-10-02,Person,No Company Entered,Yes
4605,493,Clifford,Prasad,1964-12-14,Married,Male,clifford9@adventure-works.com,"60000,00",4,4,Grado,Profesional,2,2515 Beauty St,1 (11) 500 555-0115,2003-12-22,Person,No Company Entered,Yes
4606,473,Alan,Yang,1964-08-24,Married,Male,alan9@adventure-works.com,"60000,00",4,4,Grado,Profesional,3,9023 Maryland Dr.,1 (11) 500 555-0143,2004-03-30,Person,No Company Entered,No
4607,471,Marco,Prasad,1964-12-11,Married,Male,marco10@adventure-works.com,"60000,00",4,4,Grado,Profesional,3,8523 Rose Drive,1 (11) 500 555-0165,2003-08-31,Person,No Company Entered,Yes
4608,596,Ricky,Gill,1964-09-22,Single,Male,ricky14@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,7559 W. Buchanan Rd.,1 (11) 500 555-0113,2004-05-19,Person,No Company Entered,No
4609,639,Faith,James,1973-05-14,Single,Female,faith29@adventure-works.com,"30000,00",0,0,Grado parcial,Clerical,1,Rykestr 95,1 (11) 500 555-0118,2004-02-29,Person,No Company Entered,No
4610,528,Karl,Sharma,1980-02-12,Single,Male,karl10@adventure-works.com,"20000,00",0,0,Bachillerato parcial,Manual,2,"22, rue du Puits Dixme",1 (11) 500 555-0159,2004-02-16,Person,No Company Entered,No
4611,704,Jessica,Gonzales,1980-10-12,Single,Female,jessica41@adventure-works.com,"30000,00",0,0,Grado parcial,Clerical,1,8251 Vista Del Sol,1 (11) 500 555-0117,2004-03-21,Person,No Company Entered,No
4612,615,Michele,Patel,1978-08-11,Single,Female,michele58@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"64, avenue des Laurentides",1 (11) 500 555-0182,2003-12-16,Person,No Company Entered,Yes
4613,659,Damien,Ma,1978-04-07,Single,Male,damien12@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,4867 Glaze Dr,1 (11) 500 555-0195,2003-11-09,Person,No Company Entered,No
4614,476,Melinda,Moreno,1978-09-15,Single,Female,melinda3@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"7408, rue Maillard",1 (11) 500 555-0155,2003-11-24,Person,No Company Entered,No
4615,525,Faith,Simmons,1974-11-14,Married,Female,faith14@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,0,3744 Dalis Drive,1 (11) 500 555-0117,2002-04-15,Person,No Company Entered,Yes
4616,659,Erika,Alvarez,1973-08-16,Single,Female,erika4@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,6837 Weber Bryan St.,1 (11) 500 555-0171,2003-09-27,Person,No Company Entered,No
4617,672,Janet,Alonso,1973-05-18,Single,Female,janet13@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"610, boulevard Tremblay",1 (11) 500 555-0112,2004-03-24,Person,No Company Entered,No
4618,529,Dawn,Chande,1973-08-06,Single,Female,dawn39@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,"216, quai Paul Doumer",1 (11) 500 555-0169,2003-08-05,Person,No Company Entered,No
4619,569,Gabriel,Sharma,1973-02-26,Married,Male,gabriel27@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,Hansaallee 482,1 (11) 500 555-0124,2003-10-03,Person,No Company Entered,Yes
4620,608,Levi,Subram,1973-03-26,Married,Male,levi12@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,4822 Center Street,1 (11) 500 555-0111,2002-04-15,Person,No Company Entered,Yes
4621,506,Dominique,Subram,1973-05-19,Single,Female,dominique10@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,7098 Walnut Blvd.,1 (11) 500 555-0119,2002-04-07,Person,No Company Entered,No
4622,651,Kelli,Wu,1973-09-26,Single,Female,kelli7@adventure-works.com,"50000,00",0,0,Máster,Manual calificado,0,7763 Folson Drive,1 (11) 500 555-0165,2002-04-09,Person,No Company Entered,Yes
4623,482,Yvonne,Schleger,1972-10-15,Single,Male,yvonne2@adventure-works.com,"30000,00",0,0,Bachillerato,Manual,1,Charlottenstr 3918,155-555-0100,2002-07-17,Person,No Company Entered,No
4624,529,Molly,Madan,1972-10-11,Married,Female,molly7@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,"70, place de la République",1 (11) 500 555-0131,2003-02-26,Person,No Company Entered,Yes
4625,530,Tyrone,Rubio,1972-08-11,Married,Male,tyrone20@adventure-works.com,"40000,00",1,1,Grado,Manual calificado,1,"4343, rue Léo Delibes",1 (11) 500 555-0156,2003-02-18,Person,No Company Entered,Yes
